instructions,stimulus,trial_type,true_label,false_label,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,required_response.keys,required_response.corr,required_response.rt,feedback_response.keys,feedback_response.corr,feedback_response.rt,participant,gender,age,frameRate,expName,date,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am interesting,3,TRUE,FALSE,0,4,4,4,0,10,10,13,e,1,0.536157846451,i,1,0.369432926178,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am worthwhile,3,TRUE,FALSE,0,4,4,4,0,11,11,12,e,1,0.570396900177,i,1,0.435920000076,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not worthless,6,TRUE,FALSE,0,4,4,4,0,12,12,27,e,1,0.520514011383,i,1,0.402575969696,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am kind,3,TRUE,FALSE,0,4,4,4,0,13,13,14,e,1,0.587098121643,i,1,0.453685998917,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Correct,1,TRUE,FALSE,0,4,4,4,0,14,14,1,i,1,0.488341093063,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not kind,5,TRUE,FALSE,0,4,4,4,0,15,15,24,i,1,0.55400800705,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not worthwhile,5,TRUE,FALSE,0,4,4,4,0,16,16,22,i,1,0.536682844162,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am bad,4,TRUE,FALSE,0,4,4,4,0,17,17,15,i,1,0.486010074615,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am valuable,3,TRUE,FALSE,0,4,4,4,0,18,18,11,e,1,0.586975812912,i,1,0.485939025879,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Inaccurate,2,TRUE,FALSE,0,4,4,4,0,19,19,8,e,1,0.519067049026,i,1,0.401937961578,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Accurate,1,TRUE,FALSE,0,4,4,4,0,20,20,3,i,1,0.420192956924,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Incorrect,2,TRUE,FALSE,0,4,4,4,0,21,21,6,e,1,0.670154094696,i,1,0.536427021027,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not boring,6,TRUE,FALSE,0,4,4,4,0,22,22,28,e,1,0.56961107254,i,1,0.453299999237,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am dumb,4,TRUE,FALSE,0,4,4,4,0,23,23,19,i,1,0.353011846542,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not dumb,6,TRUE,FALSE,0,4,4,4,0,24,24,29,e,1,0.604079008102,i,1,0.485237836838,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",False,2,TRUE,FALSE,0,4,4,4,0,25,25,5,e,1,0.468897819519,i,1,0.368893146515,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am boring,4,TRUE,FALSE,0,4,4,4,0,26,26,18,i,1,0.369496822357,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",True,1,TRUE,FALSE,0,4,4,4,0,27,27,0,i,1,0.637367010117,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not good,5,TRUE,FALSE,0,4,4,4,0,28,28,20,i,1,0.486139059067,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am good,3,TRUE,FALSE,0,4,4,4,0,29,29,10,e,1,0.670751094818,i,1,0.569265127182,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not boring,6,TRUE,FALSE,0,4,4,4,1,0,30,28,e,1,0.436907052994,i,1,0.336401939392,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Correct,1,TRUE,FALSE,0,4,4,4,1,1,31,1,i,1,0.454187870026,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am valuable,3,TRUE,FALSE,0,4,4,4,1,2,32,11,e,1,0.56921005249,i,1,0.436055898666,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Confirm,1,TRUE,FALSE,0,4,4,4,1,3,33,4,i,1,0.336229085922,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am boring,4,TRUE,FALSE,0,4,4,4,1,4,34,18,i,1,0.519000053406,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not kind,5,TRUE,FALSE,0,4,4,4,1,5,35,24,i,1,0.519829034805,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am a failure,4,TRUE,FALSE,0,4,4,4,1,6,36,16,i,1,0.60471200943,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not worthwhile,5,TRUE,FALSE,0,4,4,4,1,7,37,22,i,1,0.502912998199,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Inaccurate,2,TRUE,FALSE,0,4,4,4,1,8,38,8,e,1,0.653362035751,i,1,0.587097167969,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am kind,3,TRUE,FALSE,0,4,4,4,1,9,39,14,e,1,0.453268051147,i,1,0.385601043701,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not dumb,6,TRUE,FALSE,0,4,4,4,1,10,40,29,e,1,0.369529008865,i,1,0.285557985306,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am good,3,TRUE,FALSE,0,4,4,4,1,11,41,10,e,1,0.536571025848,i,1,0.435472011566,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am bad,4,TRUE,FALSE,0,4,4,4,1,12,42,15,i,1,0.40317606926,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",True,1,TRUE,FALSE,0,4,4,4,1,13,43,0,i,1,0.585654973984,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am worthwhile,3,TRUE,FALSE,0,4,4,4,1,14,44,12,e,1,0.70378613472,i,1,0.569659948349,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Incorrect,2,TRUE,FALSE,0,4,4,4,1,15,45,6,e,1,0.620032072067,i,1,0.502846002579,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am interesting,3,TRUE,FALSE,0,4,4,4,1,16,46,13,e,1,0.570160150528,i,1,0.437732934952,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not worthless,6,TRUE,FALSE,0,4,4,4,1,17,47,27,e,1,0.452909946442,i,1,0.369333028793,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Wrong,2,TRUE,FALSE,0,4,4,4,1,18,48,7,e,1,0.569823026657,i,1,0.501802921295,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",False,2,TRUE,FALSE,0,4,4,4,1,19,49,5,e,1,0.569921970367,i,1,0.469470977783,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not good,5,TRUE,FALSE,0,4,4,4,1,20,50,20,i,1,0.335750102997,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not bad,6,TRUE,FALSE,0,4,4,4,1,21,51,25,e,1,0.720483064651,i,1,0.569890022278,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Untrue,2,TRUE,FALSE,0,4,4,4,1,22,52,9,e,1,0.586220979691,i,1,0.435911178589,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am dumb,4,TRUE,FALSE,0,4,4,4,1,23,53,19,i,1,0.603818178177,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am worthless,4,TRUE,FALSE,0,4,4,4,1,24,54,17,i,1,0.570219993591,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Right,1,TRUE,FALSE,0,4,4,4,1,25,55,2,i,1,0.670803070068,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not valuable,5,TRUE,FALSE,0,4,4,4,1,26,56,21,i,1,0.688364982605,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not interesting,5,TRUE,FALSE,0,4,4,4,1,27,57,23,i,1,0.554304122925,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",I am not a failure,6,TRUE,FALSE,0,4,4,4,1,28,58,26,e,1,0.620507955551,i,1,0.503384828568,1,,,59.8221439992,RRT,2016_May_01_0130,
"The next phase presents both the orange words and blue statements.

You must both respond to the statements in blue AS IF 'I am bad and not good',
and categorise the orange words as referring to TRUE or FALSE.

Go as quickly as you can while being accurate.
If you make a mistake, hit the correct key as soon as possible.

Press E or I to continue.",Accurate,1,TRUE,FALSE,0,4,4,4,1,29,59,3,i,1,0.402138948441,None,0,,1,,,59.8221439992,RRT,2016_May_01_0130,
